PRT_ID,AREA,INT_SQFT,SALE_YEAR,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILD_YEAR,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INF_PRICE,NO. YEARS PASSED,1+0.04,Z*AA
P08178,Velachery,1809,2008,30-03-2008,174,3,2,5,Normal Sale,No,05-04-1987,1987,Others,NoSewer ,Paved,RM,4,4,5,4.3,439509,202850,11269470,25680508.39,21,1.04,2.278768069
P06878,T Nagar,1872,2009,30-04-2009,16,2,1,5,Family,No,05-05-1991,1991,Others,ELO,Gravel,RM,3.3,3.5,4.7,3.98,385396,88938,14822920,30028516.14,18,1.04,2.025816515
P01878,KK Nagar,2286,2012,23-01-2012,46,4,2,6,Adj Land,No,25-01-2002,2002,Others,AllPub,Paved,RM,3.2,3.4,4.4,3.74,616544,281466,13403120,19839891.78,10,1.04,1.480244285
P04726,Karapakkam,1648,2010,09-07-2010,26,2,2,4,Normal Sale,No,16-07-1982,1982,House,NoSewer ,No Access,A,2.8,4.7,3,3.45,223188,95652,5314000,15935109.44,28,1.04,2.998703319
P06083,Anna Nagar,1522,2009,27-10-2009,15,1,1,4,Family,No,31-10-1992,1992,Others,AllPub,No Access,RL,4.9,4.3,3.5,4.19,451796,220106,11584500,22565453.29,17,1.04,1.947900496
P09244,Chrompet,919,2007,14-02-2007,70,1,1,3,Ab Normal,No,16-02-2000,2000,Commercial,AllPub,Gravel,RL,4.8,3,2.2,3.3,352572,60788,12157650,15998638,7,1.04,1.315931779
P05679,Karapakkam,1559,2010,13-01-2010,59,2,2,4,Normal Sale,No,17-01-1996,1996,House,ELO,No Access,C,2.7,4.6,2.7,3.27,183968,74737,5749000,9955407.897,14,1.04,1.731676448
P06179,Karapakkam,860,2009,09-10-2009,165,1,1,2,Family,No,18-10-1972,1972,Others,ELO,Paved,RL,4.2,2.4,4.5,3.78,248593,90949,6063250,25878495.82,37,1.04,4.268089856
P03493,Chrompet,1197,2011,17-03-2011,5,1,1,3,Partial,No,20-03-1997,1997,House,NoSewer ,Gravel,RL,4.8,4.8,4.9,4.83,231828,37092,9273100,16058008.87,14,1.04,1.731676448
P07607,KK Nagar,2176,2008,22-09-2008,28,3,2,5,Ab Normal,No,25-09-1997,1997,Others,NoSewer ,Paved,RL,3.8,4.5,4,4.09,423070,235039,11751940,18091571.7,11,1.04,1.539454056
P01974,Karapakkam,1519,2012,06-01-2012,164,2,2,4,Normal Sale,No,08-01-2004,2004,Others,ELO,No Access,A,3.1,2.4,3,2.85,244503,130781,5686125,7781854.692,8,1.04,1.36856905
P06181,Chrompet,786,2009,09-10-2009,75,1,1,2,Normal Sale,No,11-10-2001,2001,House,AllPub,No Access,RL,3,2.5,2.3,2.59,227726,96611,6900800,9444221.303,8,1.04,1.36856905
P05063,Chrompet,1098,2010,06-05-2010,62,1,1,3,Normal Sale,No,14-05-1979,1979,House,NoSewer ,Gravel,RL,4.2,4,4.2,4.12,240345,62312,8901650,30026453.02,31,1.04,3.37313341
P04401,Karapakkam,1190,2010,08-09-2010,77,1,1,3,Family,No,10-09-2001,2001,House,ELO,Gravel,I,3.1,3.4,3.9,3.51,253490,90997,6499750,9251170.953,9,1.04,1.423311812
P07361,KK Nagar,1524,2008,09-12-2008,61,2,1,4,Adj Land,No,14-12-1991,1991,Others,AllPub,Gravel,RH,4.2,3.6,3.6,3.78,454969,197812,9890620,19265943.6,17,1.04,1.947900496
P01943,Adyar,1003,2012,10-01-2012,147,1,1,3,Adj Land,No,13-01-1999,1999,Commercial,AllPub,Gravel,RL,4.3,2.6,2.6,3.11,479836,27419,13709595,22827483.43,13,1.04,1.665073507
P09996,Velachery,1869,2004,18-04-2004,36,3,2,5,Adj Land,No,29-04-1960,1960,House,ELO,Paved,C,3.9,2.6,4.6,3.53,250314,145343,8074630,45351281.15,44,1.04,5.616515078
P05703,Karapakkam,1265,2010,08-01-2010,108,1,1,3,Normal Sale,No,11-01-1997,1997,Others,NoSewer ,Gravel,RM,2.5,3.8,2.3,2.81,448531,206324,8970625,14936750.03,13,1.04,1.665073507
P07319,T Nagar,1585,2008,21-12-2008,199,1,1,4,Ab Normal,No,30-12-1972,1972,Commercial,ELO,Paved,RL,2.5,3.6,2.1,2.595,684691,210674,17556170,72049337.59,36,1.04,4.103932554
P00962,Chrompet,729,2013,05-04-2013,142,1,1,2,Normal Sale,No,10-04-1993,1993,Commercial,NoSewer ,No Access,RM,4.7,2.4,5,3.87,305672,49302,9860400,21605350.64,20,1.04,2.191123143
P09237,T Nagar,1882,2007,16-02-2007,180,2,1,5,Family,No,20-02-1991,1991,House,AllPub,No Access,RL,2.6,2.6,4.3,3.365,318133,85651,12235870,22917555.04,16,1.04,1.872981246
P03023,KK Nagar,2147,2011,13-06-2011,23,3,2,5,Normal Sale,No,17-06-1993,1993,Commercial,NoSewer ,Paved,RM,3.1,3.8,2.8,3.19,790306,326431,17180560,34804662.19,18,1.04,2.025816515
P05219,Karapakkam,1398,2010,08-04-2010,133,2,2,4,Normal Sale,No,18-04-1971,1971,House,NoSewer ,Paved,RL,2.2,2.2,4.2,3,245627,141422,7443250,34360766.14,39,1.04,4.616365988
P05343,Karapakkam,1504,2010,13-03-2010,182,2,2,4,Partial,No,24-03-1966,1966,House,ELO,Paved,RM,3.6,3.7,3.8,3.71,306852,149492,7868000,44190740.64,44,1.04,5.616515078
P06336,Adyar,1045,2009,11-09-2009,76,1,1,3,Family,No,16-09-1989,1989,Commercial,ELO,Paved,I,2.2,3.2,3.3,2.95,339894,22660,11329800,24824986.99,20,1.04,2.191123143
P06813,Chrompet,1149,2009,15-05-2009,64,1,1,3,Normal Sale,No,20-05-1990,1990,House,AllPub,Paved,RH,2.9,4.7,4.6,4.13,232917,58229,8318450,17525719.53,19,1.04,2.106849176
P01147,Chrompet,891,2012,28-11-2012,95,1,1,3,Partial,No,08-12-1975,1975,Commercial,NoSewer ,No Access,RM,4.1,4.6,4.7,4.48,277533,170790,10674350,45559084.96,37,1.04,4.268089856
P06780,Chrompet,1191,2009,26-05-2009,54,1,1,3,Adj Land,No,28-05-2002,2002,Others,AllPub,Gravel,RL,3.3,3.7,3.9,3.64,300975,53746,10749120,14145108.61,7,1.04,1.315931779
P07823,KK Nagar,1641,2008,22-07-2008,144,2,1,4,Ab Normal,No,24-07-2003,2003,Others,AllPub,Paved,RH,4.3,2.9,2.5,3.16,373430,172352,9575120,11649597.54,5,1.04,1.216652902
P09717,Velachery,1588,2005,10-12-2005,3,2,1,4,Ab Normal,No,20-12-1965,1965,Commercial,AllPub,Paved,A,4.6,3.7,4,4.02,364334,239094,11385450,54661780.31,40,1.04,4.801020628
P05668,Chrompet,879,2010,15-01-2010,156,1,1,3,Normal Sale,No,20-01-1990,1990,Commercial,NoSewer ,Gravel,RM,2.1,4,4.7,3.64,304435,109597,12177400,26682182.96,20,1.04,2.191123143
P08228,Chrompet,1228,2008,17-03-2008,100,2,1,4,Ab Normal,No,24-03-1983,1983,Others,ELO,Gravel,RL,5,2.2,4.9,3.85,271920,40284,10071110,26847930.94,25,1.04,2.665836331
P05724,Karapakkam,946,2010,03-01-2010,165,1,1,3,Adj Land,No,07-01-1995,1995,Commercial,ELO,No Access,RH,4.6,2.4,2,2.9,348579,95067,7922250,14267524.69,15,1.04,1.800943506
P09419,Velachery,1617,2006,15-12-2006,82,2,1,4,Normal Sale,No,27-12-1959,1959,Commercial,AllPub,No Access,RL,3,3,3.6,3.18,416472,169192,13014740,82224727.62,47,1.04,6.317815617
P04057,Karapakkam,1354,2010,16-11-2010,72,2,2,4,Adj Land,No,28-11-1963,1963,House,NoSewer ,No Access,C,3.4,2.6,4.2,3.48,210381,123150,5131250,32418291.39,47,1.04,6.317815617
P09393,Velachery,1739,2006,23-12-2006,57,2,1,4,Partial,No,01-01-1970,1970,Commercial,NoSewer ,Paved,A,4.3,2,3.4,3,363636,234604,11730190,48139908.61,36,1.04,4.103932554
P07134,Adyar,935,2009,11-02-2009,170,1,1,3,Family,No,19-02-1979,1979,Commercial,NoSewer ,No Access,RM,2.2,5,2.4,2.86,420446,81753,11679050,37879801.69,30,1.04,3.24339751
P06104,KK Nagar,2182,2009,23-10-2009,179,3,2,5,Family,No,30-10-1983,1983,Others,NoSewer ,Gravel,RL,3.2,2.5,3.8,3.23,541630,270815,11774560,32644611.83,26,1.04,2.772469785
P06797,Anna Nagar,1711,2009,21-05-2009,27,1,1,4,Family,No,25-05-1992,1992,Others,NoSewer ,No Access,RH,4.7,2.7,2.3,3.24,391812,138286,11523870,22447352.08,17,1.04,1.947900496
P06123,Chrompet,886,2009,18-10-2009,184,1,1,3,Partial,No,25-10-1981,1981,Others,ELO,Paved,RH,2.9,2.7,2.6,2.73,229575,34784,6956820,20861439.22,28,1.04,2.998703319
P03015,Karapakkam,1155,2011,14-06-2011,189,1,1,3,Partial,No,22-06-1978,1978,House,AllPub,No Access,RL,4.2,3,2.1,3,306263,49002,6125250,22347246.31,33,1.04,3.648381097
P04507,Chrompet,1211,2010,18-08-2010,78,2,1,4,Family,No,23-08-1988,1988,Commercial,NoSewer ,Gravel,RH,2.2,2,2,2.06,384589,92832,13261700,31429152.04,22,1.04,2.369918792
P07397,Adyar,1030,2008,25-11-2008,52,1,1,3,Ab Normal,No,01-12-1987,1987,House,AllPub,No Access,A,5,3.7,3.5,3.99,189529,45947,5743315,13087682.83,21,1.04,2.278768069
P00097,Chrompet,1254,2014,14-12-2014,109,2,1,4,Family,No,19-12-1993,1993,Others,NoSewer ,No Access,RL,2.1,2,2.9,2.3,272860,54572,9095330,20726147.58,21,1.04,2.278768069
P01689,KK Nagar,1762,2012,26-02-2012,86,2,1,4,Adj Land,No,02-03-1993,1993,Commercial,AllPub,Gravel,RH,4.3,2.5,4.7,3.92,622716,326185,14826580,31237367.86,19,1.04,2.106849176
P01971,Karapakkam,1622,2012,06-01-2012,19,2,2,4,Family,No,12-01-1987,1987,Commercial,AllPub,No Access,RH,2.4,4.1,3.3,3.27,446750,279219,11168750,29774059.53,25,1.04,2.665836331
P01042,Chrompet,951,2013,01-02-2013,128,1,1,3,Family,No,09-02-1983,1983,Commercial,NoSewer ,No Access,RM,5,5,2.3,4.19,337941,33794,11264700,36535899.93,30,1.04,3.24339751
P07881,Anna Nagar,1981,2008,05-07-2008,126,2,1,5,Family,No,10-07-1989,1989,Commercial,NoSewer ,No Access,RL,2,2,4.6,3.04,745098,310458,20697180,43605836.63,19,1.04,2.106849176
P04770,Karapakkam,1628,2010,02-07-2010,179,2,2,4,Normal Sale,No,04-07-2003,2003,House,ELO,No Access,C,3.4,2,3.1,2.86,228314,132182,6008250,7906447.113,7,1.04,1.315931779
P07893,Chrompet,797,2008,01-07-2008,144,1,1,2,Normal Sale,No,07-07-1985,1985,House,ELO,No Access,RM,4.6,5,2.5,4.13,200000,64286,7142850,17605093.42,23,1.04,2.464715543
P08015,Chrompet,1081,2008,20-05-2008,165,1,1,3,Family,No,23-05-1999,1999,Commercial,NoSewer ,No Access,RH,3.6,2,4.8,3.32,282974,101871,11318950,16110395.24,9,1.04,1.423311812
P09384,Chrompet,965,2006,27-12-2006,172,1,1,3,Normal Sale,No,03-01-1979,1979,House,NoSewer ,No Access,RH,4.7,2.9,4.5,3.92,197940,85774,6598000,19024465.87,27,1.04,2.883368576
P03613,Velachery,1742,2011,16-02-2011,63,2,1,4,Family,No,19-02-1998,1998,Others,NoSewer ,Gravel,A,2.2,3.1,3.5,3,341584,59777,8539610,14219078.37,13,1.04,1.665073507
P08579,T Nagar,1510,2007,02-11-2007,102,1,1,4,Partial,No,08-11-1983,1983,House,ELO,Paved,RM,4.5,2.3,4.6,3.995,426395,157093,11220930,28762656.6,24,1.04,2.563304165
P06473,Karapakkam,798,2009,11-08-2009,116,1,1,2,Partial,No,15-08-1995,1995,Commercial,AllPub,Gravel,I,3.5,4.3,3.7,3.82,337793,82572,7506500,12998829.25,14,1.04,1.731676448
P06717,KK Nagar,1612,2009,16-06-2009,96,2,1,4,Family,No,18-06-2002,2002,House,AllPub,Paved,RH,2.7,3,2.6,2.75,412788,111797,8599740,11316671.16,7,1.04,1.315931779
P07686,Chrompet,937,2008,02-09-2008,137,1,1,3,Family,No,05-09-1996,1996,House,NoSewer ,Gravel,RM,2.5,3,3.9,3.12,280153,99409,9037200,14468848.37,12,1.04,1.601032219
P05330,Chrompet,1237,2010,16-03-2010,19,2,1,4,Family,No,18-03-2000,2000,Commercial,NoSewer ,Paved,RH,3.3,4.1,3.2,3.59,413270,106650,13331300,19733580.64,10,1.04,1.480244285
P00930,Chrompet,1242,2013,22-04-2013,176,2,1,4,Partial,No,24-04-2004,2004,Commercial,NoSewer ,No Access,RM,4.2,4.4,3,3.92,389115,194557,13896950,19779693.09,9,1.04,1.423311812
P03156,KK Nagar,2422,2011,16-05-2011,150,4,2,6,Adj Land,No,19-05-1996,1996,House,NoSewer ,Gravel,RL,4.3,4.6,3.4,4.03,463717,175461,12532900,22571044.86,15,1.04,1.800943506
P06692,Chrompet,801,2009,24-06-2009,159,1,1,3,Ab Normal,No,04-07-1971,1971,House,ELO,Gravel,RL,4.9,2.6,3.6,3.59,192018,59082,7385300,32781968.98,38,1.04,4.43881345
P05919,Velachery,1503,2009,30-11-2009,58,2,1,4,Ab Normal,No,13-12-1958,1958,Commercial,ELO,No Access,I,3.4,2.3,4,3.09,333850,161541,10769370,79595882.53,51,1.04,7.39095068
P00306,Chrompet,791,2014,13-07-2014,3,1,1,2,Normal Sale,No,17-07-1996,1996,Commercial,ELO,Paved,RH,4.1,3.9,2.4,3.51,276228,114301,9525100,19296104.89,18,1.04,2.025816515
P02945,T Nagar,1878,2011,25-06-2011,143,2,1,5,Normal Sale,No,02-07-1982,1982,Commercial,AllPub,No Access,RM,2.5,2.9,4.8,3.635,704977,165877,20734630,64664083.96,29,1.04,3.118651452
P05928,Karapakkam,806,2009,28-11-2009,195,1,1,2,Adj Land,No,06-12-1979,1979,Others,AllPub,Paved,RM,3.5,2.4,2.2,2.65,216323,173058,7210750,23387328.6,30,1.04,3.24339751
P06666,T Nagar,1584,2009,30-06-2009,184,1,1,4,Partial,No,01-07-2004,2004,Others,NoSewer ,No Access,RH,3.8,4.2,3,3.54,279331,122905,11173220,13593930.54,5,1.04,1.216652902
P08639,Anna Nagar,1531,2007,12-10-2007,24,1,1,4,Adj Land,No,18-10-1983,1983,Others,NoSewer ,No Access,RL,4.6,3,2,3.16,306275,58899,11779810,30195236.03,24,1.04,2.563304165
P05211,KK Nagar,1756,2010,10-04-2010,155,2,1,4,Normal Sale,No,16-04-1986,1986,Others,NoSewer ,Paved,RM,3.3,3.3,4.1,3.62,361447,223247,10630800,27249973.92,24,1.04,2.563304165
P06675,Chrompet,1164,2009,28-06-2009,192,1,1,3,Ab Normal,No,08-07-1970,1970,Commercial,NoSewer ,Paved,RL,2.4,4.7,4.2,3.86,424830,154484,12873650,59429480.01,39,1.04,4.616365988
P04931,Karapakkam,883,2010,01-06-2010,151,1,1,2,Normal Sale,No,04-06-1999,1999,Others,NoSewer ,Gravel,A,3.3,4.1,4.7,4.1,222547,85984,5057875,7786366.185,11,1.04,1.539454056
P08643,Velachery,1573,2007,10-10-2007,177,2,1,4,Family,No,18-10-1974,1974,Others,ELO,No Access,RL,3.1,2.7,3.2,2.95,290530,59815,8545010,31175452.96,33,1.04,3.648381097
P06338,Chrompet,1148,2009,11-09-2009,175,1,1,3,Family,No,16-09-1988,1988,Others,AllPub,Gravel,RM,3.4,2.6,3.2,3.02,313113,41748,10437110,23783753,21,1.04,2.278768069
P02022,KK Nagar,1513,2011,24-12-2011,84,2,1,4,Partial,No,29-12-1988,1988,Others,NoSewer ,Gravel,RL,2,2.9,4,3.07,418322,171132,9507320,23432839.38,23,1.04,2.464715543
P05117,Chrompet,951,2010,27-04-2010,149,1,1,3,Normal Sale,No,04-05-1982,1982,House,NoSewer ,Paved,RL,2.3,4.1,4.8,3.77,251610,31451,7862800,23578204.46,28,1.04,2.998703319
P04125,KK Nagar,2449,2010,02-11-2010,190,4,2,6,Partial,No,08-11-1985,1985,Others,NoSewer ,Gravel,RH,3.4,2.5,2.9,2.93,543793,205433,12084280,32214712.66,25,1.04,2.665836331
P03719,Karapakkam,1058,2011,24-01-2011,200,1,1,3,Partial,No,29-01-1990,1990,Commercial,AllPub,No Access,C,4.1,3.3,3.8,3.74,301892,70208,7020750,15998660.92,21,1.04,2.278768069
P05927,Karapakkam,1616,2009,28-11-2009,116,2,2,4,Normal Sale,No,04-12-1986,1986,House,NoSewer ,Paved,A,3.4,3.3,4.2,3.69,291463,116585,5829250,14367443.08,23,1.04,2.464715543
P07033,Chrompet,953,2009,15-03-2009,32,1,1,3,Adj Land,No,20-03-1991,1991,House,NoSewer ,Gravel,RL,2.3,3.9,3.1,3.18,290436,52807,8801100,17829413.73,18,1.04,2.025816515
P03928,KK Nagar,1714,2010,12-12-2010,128,2,1,4,Ab Normal,No,14-12-2003,2003,House,NoSewer ,Paved,RL,2.6,3.7,4.5,3.69,284110,75763,9470340,12462321.37,7,1.04,1.315931779
P02971,KK Nagar,1334,2011,21-06-2011,99,2,1,4,Partial,No,25-06-1995,1995,Commercial,AllPub,Paved,RL,2.5,2.1,3.1,2.62,472549,129951,11813720,22126876,16,1.04,1.872981246
P00045,Anna Nagar,1770,2015,20-01-2015,49,1,1,4,Family,No,26-01-1989,1989,Commercial,NoSewer ,Paved,RM,2.3,3.6,4.7,3.585,575501,377053,19844870,55019302.46,26,1.04,2.772469785
P05043,Chrompet,1010,2010,11-05-2010,125,1,1,3,Family,No,14-05-1997,1997,House,ELO,Gravel,RM,3.3,4.9,3.5,4,239391,147318,9207350,15330914.56,13,1.04,1.665073507
P06529,Karapakkam,1195,2009,30-07-2009,80,1,1,3,Normal Sale,No,04-08-1991,1991,Commercial,NoSewer ,Gravel,RL,2.2,3.1,4.5,3.39,356252,151137,10795500,21869702.19,18,1.04,2.025816515
P09367,Adyar,624,2007,03-01-2007,59,1,1,2,Partial,No,08-01-1987,1987,House,NoSewer ,Paved,I,2.8,4.4,2.5,2.97,161340,5378,5378000,11783860.26,20,1.04,2.191123143
P07509,Chrompet,1272,2008,18-10-2008,85,2,1,4,Normal Sale,No,21-10-1998,1998,Others,NoSewer ,Paved,RL,3.8,2.2,2.9,2.89,250754,30090,10030140,14847057.41,10,1.04,1.480244285
P04278,KK Nagar,1324,2010,02-10-2010,173,1,1,3,Family,No,05-10-1996,1996,House,NoSewer ,Gravel,RM,2,2.5,3.5,2.75,402181,182810,9140480,15828353.94,14,1.04,1.731676448
P08820,Adyar,1073,2007,07-08-2007,146,1,1,3,Normal Sale,No,09-08-1999,1999,Others,ELO,No Access,RM,2.3,4,3.1,3.04,314725,123983,9537120,13052207.26,8,1.04,1.36856905
P02789,Karapakkam,1273,2011,26-07-2011,36,1,1,3,Family,No,02-08-1983,1983,Commercial,AllPub,Paved,RM,4.4,2,2.3,2.84,485144,88208,11026000,33063702.8,28,1.04,2.998703319
P08644,Adyar,1235,2007,10-10-2007,98,2,2,4,Normal Sale,No,13-10-1995,1995,Commercial,ELO,Gravel,C,2.3,3.2,3.3,2.98,421062,39475,13158180,21066670.12,12,1.04,1.601032219
P01705,Karapakkam,1400,2012,23-02-2012,104,2,2,4,Adj Land,No,07-03-1963,1963,Others,NoSewer ,Paved,C,3.7,4.2,2.3,3.29,309788,111524,6195750,42337724.37,49,1.04,6.833349371
P06713,Anna Nagar,1819,2009,18-06-2009,63,2,1,5,Normal Sale,No,22-06-1993,1993,House,NoSewer ,Gravel,RM,4.5,4.7,3.1,3.99,495469,206445,13763020,25777878.34,16,1.04,1.872981246
P05029,Adyar,902,2010,14-05-2010,99,1,1,3,Family,No,20-05-1987,1987,Commercial,NoSewer ,Paved,RM,4.1,3.3,3.3,3.54,436790,36399,12133045,29904504.6,23,1.04,2.464715543
P10002,Velachery,1848,2004,07-04-2004,157,3,2,5,Partial,No,09-04-1998,1998,Commercial,AllPub,Paved,I,3.4,2.3,3,2.79,491146,187791,14445470,18278127.92,6,1.04,1.265319018
P06883,KK Nagar,2276,2009,29-04-2009,175,4,2,6,Adj Land,No,02-05-1997,1997,Others,AllPub,Gravel,RL,3.9,4.5,2.9,3.68,528878,198329,13221960,21168783.95,12,1.04,1.601032219
P07737,KK Nagar,2407,2008,16-08-2008,43,4,2,6,Partial,No,23-08-1980,1980,Commercial,NoSewer ,Paved,RH,3.6,3.6,4.4,3.92,547192,427494,17099760,51277107.07,28,1.04,2.998703319
P02019,Chrompet,1083,2011,24-12-2011,116,1,1,3,Partial,No,30-12-1984,1984,Others,NoSewer ,Gravel,RM,3.6,2.3,4.7,3.41,271403,67851,9692960,27948376.27,27,1.04,2.883368576
P05794,T Nagar,1894,2009,21-12-2009,195,2,1,5,Normal Sale,No,01-01-1967,1967,House,NoSewer ,No Access,RL,4,2.4,3.3,3.285,438931,130493,11863010,61602047.47,42,1.04,5.192783911
P04379,Chrompet,1274,2010,13-09-2010,57,2,1,4,Normal Sale,No,21-09-1978,1978,Commercial,NoSewer ,Gravel,RL,2.9,2.4,3.6,2.91,470395,242325,14254400,50005272.6,32,1.04,3.508058747
P08390,Anna Nagar,1760,2008,18-01-2008,17,1,1,4,Family,No,23-01-1987,1987,House,NoSewer ,Gravel,RL,4.8,2.2,2.7,3.31,320022,184628,12308520,28048262.35,21,1.04,2.278768069
P03560,Karapakkam,1211,2011,28-02-2011,75,1,1,3,Partial,No,06-03-1986,1986,Others,NoSewer ,Paved,RL,4.9,3.3,5,4.46,262198,59931,7491375,19970779.65,25,1.04,2.665836331
P07405,KK Nagar,2371,2008,22-11-2008,72,4,2,6,Normal Sale,No,30-11-1978,1978,House,NoSewer ,Paved,RH,4.4,3.4,2,3.14,523170,156951,10463400,33936965.51,30,1.04,3.24339751
P06590,Anna Nagar,1985,2009,19-07-2009,129,2,1,5,Family,No,24-07-1988,1988,Commercial,NoSewer ,Paved,RM,4,3,3.4,3.51,812872,109848,21969520,50063440.66,21,1.04,2.278768069
P09730,Velachery,1841,2005,27-10-2005,106,3,2,5,Family,No,05-11-1969,1969,House,ELO,Gravel,RL,3.6,2.5,3.9,3.2,296135,197423,9871170,40510615.91,36,1.04,4.103932554
P00882,Chrompet,1232,2013,27-05-2013,186,2,1,4,Normal Sale,No,01-06-1995,1995,House,NoSewer ,No Access,RL,2.5,4.3,3.5,3.52,214703,120233,8588100,17397914.82,18,1.04,2.025816515
P00453,Chrompet,1264,2014,04-04-2014,96,2,1,4,Ab Normal,No,12-04-1981,1981,Others,NoSewer ,Paved,RM,3,3,2.2,2.76,318228,92389,10265430,37452200.76,33,1.04,3.648381097
P01439,Anna Nagar,1780,2012,05-05-2012,161,1,1,4,Partial,No,08-05-2000,2000,Commercial,NoSewer ,Gravel,RH,4.1,3.2,4.8,4.155,544860,330808,19459290,31154950.24,12,1.04,1.601032219
P01005,Chrompet,1231,2013,06-03-2013,177,2,1,4,Ab Normal,No,08-03-2006,2006,Commercial,NoSewer ,Gravel,RH,4.4,4.3,4.1,4.27,402371,124874,13874850,18258356.05,7,1.04,1.315931779
P07568,KK Nagar,2443,2008,30-09-2008,169,4,2,6,Normal Sale,No,08-10-1978,1978,Commercial,AllPub,Gravel,RH,3.7,4.8,3.7,4.03,696707,311685,18334400,59465747.31,30,1.04,3.24339751
P07408,KK Nagar,1614,2008,20-11-2008,78,2,1,4,Family,No,24-11-1995,1995,Others,NoSewer ,Gravel,RL,4.4,4.5,3.4,4.03,359882,257059,10282340,17120851.93,13,1.04,1.665073507
P03890,Anna Nagar,1923,2010,21-12-2010,74,2,1,5,Normal Sale,No,25-12-1993,1993,House,NoSewer ,No Access,RL,3.3,3.5,4.6,3.87,308016,110886,12320640,23999380.76,17,1.04,1.947900496
P08509,Anna Nagar,1586,2007,03-12-2007,14,1,1,4,Ab Normal,No,08-12-1987,1987,House,NoSewer ,No Access,RL,2.5,2.8,4.9,3.535,288129,128057,10671450,23382461.06,20,1.04,2.191123143
P06030,Velachery,1883,2009,06-11-2009,155,3,2,5,Family,No,15-11-1972,1972,Commercial,AllPub,Paved,C,3.4,2,3.4,2.77,464115,177456,13650440,58261304.5,37,1.04,4.268089856
P07830,KK Nagar,1582,2008,20-07-2008,165,2,1,4,Partial,No,26-07-1984,1984,Commercial,NoSewer ,Paved,RH,2.5,3.5,3,3,531638,197819,12363680,31691872.44,24,1.04,2.563304165
P02632,Karapakkam,968,2011,30-08-2011,35,1,1,3,Adj Land,No,06-09-1980,1980,Others,NoSewer ,Gravel,I,2.8,3,3,2.94,302268,81864,6297250,21241464.37,31,1.04,3.37313341
P03598,Karapakkam,1687,2011,19-02-2011,46,2,2,4,Partial,No,26-02-1983,1983,Commercial,NoSewer ,No Access,RH,3.5,3.9,4.1,3.86,522170,133320,11110000,33315593.88,28,1.04,2.998703319
P04096,Velachery,1754,2010,09-11-2010,177,2,1,4,Ab Normal,No,22-11-1957,1957,House,NoSewer ,No Access,I,3.6,3.4,3.9,3.6,241096,85093,7091060,56686304.19,53,1.04,7.994052256
P00396,Chrompet,805,2014,16-05-2014,185,1,1,3,Family,No,23-05-1985,1985,Commercial,NoSewer ,No Access,RH,3.7,2.2,3.5,3.04,238365,141254,8828350,27532546.55,29,1.04,3.118651452
P02023,Karapakkam,726,2011,23-12-2011,181,1,1,2,Normal Sale,No,04-01-1963,1963,Commercial,NoSewer ,Paved,RH,2.6,4,4.5,3.78,249043,78645,6553750,43061599.46,48,1.04,6.570528242
P03842,Karapakkam,1228,2011,01-01-2011,33,1,1,3,Adj Land,No,13-01-1963,1963,Commercial,AllPub,Paved,RM,3.2,3.5,4.8,3.93,535717,174928,10933000,71835585.27,48,1.04,6.570528242
P02297,Anna Nagar,1995,2011,29-10-2011,19,2,1,5,Family,No,04-11-1985,1985,Commercial,ELO,Paved,RH,2.3,3.9,4.9,3.74,595977,287713,20550920,56976804.75,26,1.04,2.772469785
P04040,Karapakkam,931,2010,18-11-2010,88,1,1,3,Partial,No,28-11-1968,1968,Commercial,NoSewer ,Paved,RL,2.2,3,3.7,3.04,404625,80925,8092500,42022603.8,42,1.04,5.192783911
P06817,Chrompet,737,2009,14-05-2009,145,1,1,2,Family,No,23-05-1972,1972,Others,AllPub,No Access,RH,4.5,2.3,3.2,3.23,166321,41580,5940040,25352624.47,37,1.04,4.268089856
P06509,Karapakkam,1653,2009,03-08-2009,16,2,2,4,Partial,No,09-08-1985,1985,Commercial,AllPub,No Access,RH,2.1,4.2,4.8,3.81,359936,179968,11248000,28832045.25,24,1.04,2.563304165
P01569,Velachery,1744,2012,16-03-2012,86,2,1,4,Ab Normal,No,19-03-2000,2000,House,AllPub,Paved,RL,2.6,4.1,3.6,3.58,385027,78980,9872490,15806174.57,12,1.04,1.601032219
P06013,Adyar,791,2009,10-11-2009,143,1,1,2,Ab Normal,No,11-11-2004,2004,House,NoSewer ,Paved,RH,4.7,2.8,4,3.97,264934,103030,7359275,8953683.288,5,1.04,1.216652902
P08596,Velachery,1915,2007,27-10-2007,99,3,2,5,Ab Normal,No,03-11-1977,1977,House,NoSewer ,No Access,A,2.7,2.4,3.4,2.78,230929,97970,6997850,22696809.27,30,1.04,3.24339751
P04371,Anna Nagar,1701,2010,14-09-2010,141,1,1,4,Ab Normal,No,22-09-1978,1978,House,NoSewer ,Gravel,RL,3.5,2.9,4.8,3.87,365566,109670,12185540,42747590.18,32,1.04,3.508058747
